ttd_drug_id,drug_name,disease_name,icd11_code,clinical_status
D06XJP,APT-222,Thrombosis,DB61-GB90,Terminated
D06XAK,H-216/44,Glaucoma/ocular hypertension,9C61,Terminated
D06WHL,NS-257,Cerebrovascular ischaemia,8B1Z,Terminated
D06WBE,ERTIPROTAFIB,Type-2 diabetes,5A11,Terminated
D06WBA,SQ-28603,Hypertension,BA00-BA04,Terminated
D06VXY,SB-237376,Arrhythmia,BC9Z,Terminated
D06VWA,FR-901469,Fungal infection,1F29-1F2F,Terminated
D06UXL,GI-248573,Bladder disease,DC11-DC1Z,Terminated
D06UFH,CZ-112,Solid tumour/cancer,2A00-2F9Z,Terminated
D06TTS,LZ-8,Autoimmune diabetes,5A10,Terminated
D06THT,INGN-402,Solid tumour/cancer,2A00-2F9Z,Terminated
D06TEO,UCL-1390,Eating disorder,6B82,Terminated
D06TEO,UCL-1390,Epilepsy,8A60-8A68,Terminated
D06TEO,UCL-1390,Pain,MG30-MG3Z,Terminated
D06SIG,AR177,Human immunodeficiency virus infection,1C62,Terminated
D06REJ,MX-7065,Solid tumour/cancer,2A00-2F9Z,Terminated
D06QYJ,Anticancer glycosaminoglycans,Solid tumour/cancer,2A00-2F9Z,Terminated
D06QOK,DW-2282,Solid tumour/cancer,2A00-2F9Z,Terminated
D06QJE,F-992,Urinary incontinence,MF50.2,Terminated
D06PAW,Z-4105,Alzheimer disease,8A20,Terminated
D06NSL,PIC-060,Dermatitis,EA80-EA89,Terminated
D06NOU,D-9120,Inflammatory bowel disease,DD72,Terminated
D06MUZ,SDZ-87-469,Coronary artery disease,BA80,Terminated
D06MUI,A-81988,Hypertension,BA00-BA04,Terminated
D06MTM,S-16276-1,Rheumatoid arthritis,FA20,Terminated
D06MPF,Sch-40120,Pruritus,EC90,Terminated
D06MLZ,WAY-123223,Heart arrhythmia,BC65,Terminated
D06MJP,TNFQb therapeutic vaccines,Crohn disease,DD70,Terminated
D06MIU,Mycoprex,Fungal infection,1F29-1F2F,Terminated
D06LKM,PNU-282987,Schizophrenia,6A20,Terminated
D06LCS,Legionella pneumophila vaccine,Legionella infection,1C19,Terminated
D06LAN,BlockAide/CR,Human immunodeficiency virus infection,1C62,Terminated
D06KJG,CLX-0301,Diabetic complication,5A2Y,Terminated
D06KFR,RP-73163,Arteriosclerosis,BD40,Terminated
D06JVU,A-68552,Obesity,5B81,Terminated
D06JUR,Rogletimide,Breast cancer,2C60-2C65,Terminated
D06IVH,Org-20781,Heart arrhythmia,BC65,Terminated
D06IAA,LK-410,Solid tumour/cancer,2A00-2F9Z,Terminated
D06HYG,Barucainide,Heart arrhythmia,BC65,Terminated
D06HRY,SNAP-5089,Heart arrhythmia,BC65,Terminated
D06HQG,SPM-5185,Angina pectoris,BA40,Terminated
D06GSE,GPI-1337,Neurodegenerative disorder,8A20-8A23,Terminated
D06FWG,Oncomer,Solid tumour/cancer,2A00-2F9Z,Terminated
D06FTW,RP135,Human immunodeficiency virus infection,1C62,Terminated
D06FMY,CGP-70726,Human immunodeficiency virus-1 infection,1C62,Terminated
D06EQN,XR-510,Hypertension,BA00-BA04,Terminated
D06DZI,GR-127935,Major depressive disorder,6A70.3,Terminated
D06DLO,Ro-24-7341,Bacterial infection,1A00-1C4Z,Terminated
D06BTF,Almorexant,Insomnia,7A00-7A0Z,Terminated
D06BTF,Almorexant,Sleep-wake disorder,7A00-7B2Z,Terminated
D06BPF,R-102557,Fungal infection,1F29-1F2F,Terminated
D06BFP,CGS-17867A,Alcohol dependence,6C40.2,Terminated
D06BDP,OtiVax,Otitis media,AA80-AB0Z,Terminated
D06BBZ,ZM-224832,Hypertension,BA00-BA04,Terminated
D06AZH,B-220,Autoimmune diabetes,5A10,Terminated
D06ALB,BCH-2763,Thrombosis,DB61-GB90,Terminated
D06AKJ,FR-111142,Arthritis,FA20,Terminated
D06AHQ,Ro-31-8830,Inflammation,1A00-CA43.1,Terminated
D05ZGW,DPI-201-106,Cardiovascular disease,BA00-BE2Z,Terminated
D05YOT,PPRT-321,Prostate hyperplasia,GA90,Terminated
D05YHW,Vapaliximab,Inflammation,1A00-CA43.1,Terminated
D05XTO,ABT-100,Solid tumour/cancer,2A00-2F9Z,Terminated
D05XMY,Acteoside,Nephritis,GB40,Terminated
D05WYW,L-373890,Thrombosis,DB61-GB90,Terminated
D05WPQ,BW A4C,Arthritis,FA20,Terminated
D05WDD,Group B streptococcal vaccine,Bacterial infection,1A00-1C4Z,Terminated
D05VXQ,SRSC-355,Neuropathic pain,8E43.0,Terminated
D05VQD,BMS-183729,Cerebrovascular ischaemia,8B1Z,Terminated
D05VNG,BB-1101,Multiple sclerosis,8A40,Terminated
D05VLN,Isomazole,Asthma,CA23,Terminated
D05VGS,ALB-127158(a),Obesity,5B81,Terminated
D05URT,MX-7091,Solid tumour/cancer,2A00-2F9Z,Terminated
D05UQD,Omapatrilat,Hypertension,BA00-BA04,Terminated
D05UMO,BAY-793,Human immunodeficiency virus infection,1C62,Terminated
D05SXL,PLR-8,Asthma,CA23,Terminated
D05SXC,SCR-44001,Solid tumour/cancer,2A00-2F9Z,Terminated
D05SVQ,C-AFG,Virus infection,1A24-1D9Z,Terminated
D05SUA,A-798,Obesity,5B81,Terminated
D05SSJ,Dotarizine,Migraine,8A80,Terminated
D05SOF,SPM-3672,Angina pectoris,BA40,Terminated
D05SBI,TBC-395,Cardiovascular disease,BA00-BE2Z,Terminated
D05RMW,ZD-3638,Schizophrenia,6A20,Terminated
D05REL,GR-82334,Vomiting,MD90,Terminated
D05REH,Flosulide,Pain,MG30-MG3Z,Terminated
D05RDE,TJN-505,Heart arrhythmia,BC65,Terminated
D05RBL,CL-184005,Sepsis,1G40-1G41,Terminated
D05QTO,LF-801,Asthma,CA23,Terminated
D05QLQ,HIV vaccine,Human immunodeficiency virus infection,1C62,Terminated
D05QFA,R-71762,Human immunodeficiency virus-1 infection,1C62,Terminated
D05PTG,EPD-clofarabine,Solid tumour/cancer,2A00-2F9Z,Terminated
D05OVR,ALP-242,Cystic fibrosis,CA25,Terminated
D05NTY,NPC-18166,Psychotic disorder,6A20-6A25,Terminated
D05NQR,LyphoDerm,Wound healing,EL8Y,Terminated
D05MSL,DC-756,Bacterial infection,1A00-1C4Z,Terminated
D05MQO,BEA-005,Cytomegalovirus infection,1D82,Terminated
D05MLX,ONYX-411,Solid tumour/cancer,2A00-2F9Z,Terminated
D05LXC,QA-241,Bacterial infection,1A00-1C4Z,Terminated
D05LCX,A-70276,Gastrointestinal disease,DE2Z,Terminated
D05KWY,ZD-9063P,Solid tumour/cancer,2A00-2F9Z,Terminated
D05KTV,NGD-93-1,Psychotic disorder,6A20-6A25,Terminated
D05KRC,Emopamil,Cerebrovascular ischaemia,8B1Z,Terminated
D05KOA,Prophylactic DNA vaccine,Hepatitis B virus infection,1E51.0,Terminated
D05KHN,ICI-169369,Anxiety disorder,6B00-6B0Z,Terminated
D05JQF,Tipredane,Allergy,4A80-4A85,Terminated
D05JHJ,LB-10522,Bacterial infection,1A00-1C4Z,Terminated
D05IZG,BAY-Z-4305,Human immunodeficiency virus-1 infection,1C62,Terminated
D05IVZ,RU-33965,Alzheimer disease,8A20,Terminated
D05ITS,ALN-VEG01,Macular degeneration,9B78.3,Terminated
D05IPO,BTS-79018,Schizophrenia,6A20,Terminated
D05HYL,YM-022,Gastrointestinal disease,DE2Z,Terminated
D05HKB,RS 86,Alzheimer disease,8A20,Terminated
D05HHP,Astenose,Arteriosclerosis,BD40,Terminated
D05GQL,KNI-102,Human immunodeficiency virus infection,1C62,Terminated
D05GOM,S-20928,Sleep-wake disorder,7A00-7B2Z,Terminated
D05GBZ,ABS-205,Neurodegenerative disorder,8A20-8A23,Terminated
D05FYA,Thioperamide,Cognitive impairment,6D71,Terminated
D05FTY,ES-1005,Hypertension,BA00-BA04,Terminated
D05FFR,MGBG,Head and neck cancer,2D42,Terminated
D05EYG,L-745337,Asthma,CA23,Terminated
D05EKM,FR-121196,Alzheimer disease,8A20,Terminated
D05DNH,A-79296,Herpes simplex virus infection,1F00,Terminated
D05DNA,FR-183998,Hypertension,BA00-BA04,Terminated
D05CTS,C-202,Epilepsy,8A60-8A68,Terminated
D05COG,DU-1777,Hypertension,BA00-BA04,Terminated
D05CEK,CV 6209,Asthma,CA23,Terminated
D05BIT,Maxy-10,Autoimmune diabetes,5A10,Terminated
D05BBQ,RP-66364,Inflammation,1A00-CA43.1,Terminated
D05AXS,CRx-189,Inflammatory bowel disease,DD72,Terminated
D05AON,LSI-518P,Cardiovascular disease,BA00-BE2Z,Terminated
D05ALG,RWJ-49815,Fungal infection,1F29-1F2F,Terminated
D05ALG,RWJ-49815,Obesity,5B81,Investigative
D05ALG,RWJ-49815,Eating disorder,6B82,Investigative
D05AHQ,Epiroprim,Bacterial infection,1A00-1C4Z,Terminated
D04ZIJ,Pepstatin,Malaria,1F40-1F45,Terminated
D04ZCZ,GINKOLIDE B,Sepsis,1G40-1G41,Terminated
D04ZCL,VZ-564,Asthma,CA23,Terminated
D04YNI,WY-48989,Rheumatoid arthritis,FA20,Terminated
D04YEY,PS-388023,Ocular disease,N.A.,Terminated
D04XMN,NK-109,Solid tumour/cancer,2A00-2F9Z,Terminated
D04XMJ,LY525327,Migraine,8A80,Terminated
D04XMJ,LY525327,Neuropathic pain,8E43.0,Terminated
D04XIA,Meningococcus B vaccine,Neisseria meningitis infection,1C1C.0,Terminated
D04WZK,AZD-2858,Alzheimer disease,8A20,Terminated
D04WWG,S-1389,Heart arrhythmia,BC65,Terminated
D04WIG,CY-1747,Cardiovascular disease,BA00-BE2Z,Terminated
D04VXS,ENT-102,Pain,MG30-MG3Z,Terminated
D04VDY,L-741671,Vomiting,MD90,Terminated
D04TZT,SDZ-280-636,Fungal infection,1F29-1F2F,Terminated
D04TSV,CI-992,Hypertension,BA00-BA04,Terminated
D04TKP,L-748415,Osteoporosis,FB83.0,Terminated
D04SVB,FR-133605,Arthritis,FA20,Terminated
D04STQ,CBH-11,Hepatitis C virus infection,1E51.1,Terminated
D04SIO,NGD-91-1,Anxiety disorder,6B00-6B0Z,Terminated
D04SHO,NMI-1182,Inflammation,1A00-CA43.1,Terminated
D04RMP,Co-111732,Epilepsy,8A60-8A68,Terminated
D04RFE,AnervaX.DB,Insulin-dependent diabetes,5A10,Terminated
D04RDT,CEP-431,Alzheimer disease,8A20,Terminated
D04RCG,MEN-10627,Asthma,CA23,Terminated
D04QXK,KY-62,Leishmania infection,1F54.0,Terminated
D04QXG,SR 120819A,Eating disorder,6B82,Terminated
D04QFV,SNX-024,Obesity,5B81,Terminated
D04PGO,MDL-28133A,Thrombosis,DB61-GB90,Terminated
D04PGB,Gpi-1046,Parkinson disease,8A00.0,Terminated
D04OOC,FCE-20696,Mycobacterium infection,1B10-1B21,Terminated
D04OKJ,Garenoxacin,Endocarditis,BB40-BA42,Terminated
D04NSW,S-12340,Arteriosclerosis,BD40,Terminated
D04NFB,DMP-963,Human immunodeficiency virus infection,1C62,Terminated
D04MFY,AJ-3941,Cerebrovascular ischaemia,8B1Z,Terminated
D04MBS,BMS-182657,Cardiovascular disease,BA00-BE2Z,Terminated
D04LRU,AHR-16462B,Hypertension,BA00-BA04,Terminated
D04LIR,PD-159913,Cerebrovascular ischaemia,8B1Z,Terminated
D04LFG,CGP-25454A,Major depressive disorder,6A70.3,Terminated
D04KMO,CGP-35348,Epilepsy,8A60-8A68,Terminated
D04JVX,AKP-320,Type-2 diabetes,5A11,Terminated
D04JQR,LY-367385,Neurological disorder,6B60,Terminated
D04JLW,AWD-72-011,Allergy,4A80-4A85,Terminated
D04JJE,RP-66153,Asthma,CA23,Terminated
D04IDT,Helicobacter vaccine,Helicobacter infection,DA42-DA63,Terminated
D04ICN,DuP-630,Dermatitis,EA80-EA89,Terminated
D04GXS,BL-1893,Solid tumour/cancer,2A00-2F9Z,Terminated
D04GSA,DAU-6285,Vomiting,MD90,Terminated
D04GJX,ZD-9720,Arteriosclerosis,BD40,Terminated
D04FYI,H pylori vaccine,Helicobacter infection,DA42-DA63,Terminated
D04FXE,KW-3433,Hypertension,BA00-BA04,Terminated
D04EET,West Nile virus vaccine,West nile virus infection,1D46,Terminated
D04DZE,BRL 26830A,Obesity,5B81,Terminated
D04DYZ,ABT-839,Non-small-cell lung cancer,2C25.Y,Terminated
D04DVF,CHF-1522,Non-insulin dependent diabetes,5A11,Terminated
D04DUG,AAV-GUS,Genetic disease,8E02,Terminated
D04DMO,FR-194738,Hypercholesterolaemia,5C80.0,Terminated
D04CNX,Ro-25-1132,Bacterial infection,1A00-1C4Z,Terminated
D04BSZ,PD-0204318,Pain,MG30-MG3Z,Terminated
D04BFX,IPL-423,Inflammation,1A00-CA43.1,Terminated
D04AUA,MIV-170,Human immunodeficiency virus infection,1C62,Terminated
D04APY,KC-11404,Asthma,CA23,Terminated
D04AAR,XB-513,Cardiac failure,BD10-BD13,Terminated
D03ZVW,Vapiprost,Cardiovascular disease,BA00-BE2Z,Terminated
D03ZPY,SQ-33351,Hypertension,BA00-BA04,Terminated
D03ZGV,Co-60549,Anxiety disorder,6B00-6B0Z,Terminated
D03ZBL,MMS-255,Multiple sclerosis,8A40,Terminated
D03YVR,Oxamflatin,Solid tumour/cancer,2A00-2F9Z,Terminated
D03YPL,RP-70676,Hyperlipidaemia,5C80,Terminated
D03YLN,CP-67015,Bacterial infection,1A00-1C4Z,Terminated
D03YJZ,SDZ-89-104,Bone marrow transplantation,QB63.6,Terminated
D03YIT,CL-186659,Bacterial infection,1A00-1C4Z,Terminated
D03XUQ,ABS-212,Pain,MG30-MG3Z,Terminated
D03XST,MC-207252,Staphylococcus infection,1B5Y,Terminated
D03XIH,ABS-103,Bipolar disorder,6A60,Terminated
D03XHD,A-11259,Bacterial infection,1A00-1C4Z,Terminated
D03WYV,TAK-225,Asthma,CA23,Terminated
D03WUH,YM-099,Hypertension,BA00-BA04,Terminated
D03WMY,NPC-17731,Asthma,CA23,Terminated
D03VFV,IL1aQb,Arteriosclerosis,BD40,Terminated
D03VEZ,AD-439,Human immunodeficiency virus infection,1C62,Terminated
D03UXT,Recombinant house dust mite allergy desensitization injection,Allergy,4A80-4A85,Terminated
D03UNN,L-689560,Neurodegenerative disorder,8A20-8A23,Terminated
D03SVZ,Yersinia pestis vaccine,Yersinia infection,1B93,Terminated
D03SDH,Siratiazem,Angina pectoris,BA40,Terminated
D03RZU,CNS-5788,Cerebrovascular ischaemia,8B1Z,Terminated
D03RZM,Steroid hormone conjugates,Cachexia,MG20,Terminated
D03RGO,CP-331,Pain,MG30-MG3Z,Terminated
D03QTP,CGP-52411,Solid tumour/cancer,2A00-2F9Z,Terminated
D03QTB,NSD-551,Brain cancer,2A00,Terminated
D03QSR,TP-20,Cerebrovascular ischaemia,8B1Z,Terminated
D03PCJ,MPI-461359,Human immunodeficiency virus infection,1C62,Terminated
D03PBT,DuP-983,Pruritus,EC90,Terminated
D03OLA,L-745631,Solid tumour/cancer,2A00-2F9Z,Terminated
D03OFA,Ro-09-1428,Bacterial infection,1A00-1C4Z,Terminated
D03OBV,AS-1405,Solid tumour/cancer,2A00-2F9Z,Terminated
D03NZV,SC-236,Solid tumour/cancer,2A00-2F9Z,Terminated
D03NPZ,NNC-22-0031,Psychotic disorder,6A20-6A25,Terminated
D03KJS,Antalarmin,Depression,6A70-6A7Z,Terminated
D03KJP,Meningococcal CYW vaccine,Neisseria meningitis infection,1C1C.0,Terminated
D03JRJ,NTE-122,Arteriosclerosis,BD40,Terminated
D03JMN,AD-177,Psoriasis vulgaris,EA90,Terminated
D03IIP,EP-3533,Myocardial infarction,BA41-BA43,Terminated
D03ICO,AR-709,Bacterial infection,1A00-1C4Z,Terminated
D03HTI,HMR-3787,Bacterial infection,1A00-1C4Z,Terminated
D03HSF,Ro-23-7777,Fungal infection,1F29-1F2F,Terminated
D03HDP,ACEA-1416,Cerebrovascular ischaemia,8B1Z,Terminated
D03GQH,B-581,Solid tumour/cancer,2A00-2F9Z,Terminated
D03GQC,PD-117596,Bacterial infection,1A00-1C4Z,Terminated
D03GLM,BMS-210285,Type-2 diabetes,5A11,Terminated
D03GKP,FD-891,Solid tumour/cancer,2A00-2F9Z,Terminated
D03GII,SR-26831,Rheumatoid arthritis,FA20,Terminated
D03GFC,AZD-7545,Diabetic complication,5A2Y,Terminated
D03FUO,GDC-0834,Rheumatoid arthritis,FA20,Terminated
D03FAP,A-75729,Bacterial infection,1A00-1C4Z,Terminated
D03EZQ,AN-1006,Solid tumour/cancer,2A00-2F9Z,Terminated
D03EHR,Lecimibide,Hyperlipidaemia,5C80,Terminated
D03EFD,KT-95,Inflammatory bowel disease,DD72,Terminated
D03DYB,AZD-0275,Chronic obstructive pulmonary disease,CA22,Terminated
D03DYB,AZD-0275,Rheumatoid arthritis,FA20,Terminated
D03DVV,NC-1006,Heart arrhythmia,BC65,Terminated
D03DNI,Hepatitis C virus E2 protein vaccines,Hepatitis C virus infection,1E51.1,Terminated
D03DFY,NP-7557,Alzheimer disease,8A20,Terminated
D03CUS,CS-207,Cardiovascular disease,BA00-BE2Z,Terminated
D03CNT,L-698532,Neurological disorder,6B60,Terminated
D03CMR,TER-16998,Diabetic complication,5A2Y,Terminated
D03CIN,PTX-007011,Bacterial infection,1A00-1C4Z,Terminated
D03CCH,SK&F-95601,Peptic ulcer,DA61,Terminated
D03BVH,AWD-23-111,Heart arrhythmia,BC65,Terminated
D03BTP,Fosfluridine tidoxil,Keratosis,ED56,Terminated
D03AZY,PNU-177864,Schizophrenia,6A20,Terminated
D03AKL,ATLIPROFEN METHYL ESTER,Inflammation,1A00-CA43.1,Terminated
D03AFX,CM-2397,Pain,MG30-MG3Z,Terminated
D02ZWG,SR-80027A,Thrombosis,DB61-GB90,Terminated
D02ZPM,Anpirtoline,Pain,MG30-MG3Z,Terminated
D02ZKB,WAY-126227,Hypertension,BA00-BA04,Terminated
D02YXQ,GT-2016,Alzheimer disease,8A20,Terminated
D02YWV,GR-159897,Anxiety disorder,6B00-6B0Z,Terminated
D02YQJ,B-5354a,Arteriosclerosis,BD40,Terminated
D02YAQ,GW-974,Breast cancer,2C60-2C65,Terminated
D02XMM,Midaglizole,Asthma,CA23,Terminated
D02WUW,PLD-177,Allergic rhinitis,CA08.0,Terminated
D02WEL,VG-106,Solid tumour/cancer,2A00-2F9Z,Terminated
D02VHE,A-72055,Alzheimer disease,8A20,Terminated
D02VFK,PPRT-152,Major depressive disorder,6A70.3,Terminated
D02UQU,ABS-301,Alzheimer disease,8A20,Terminated
D02UOE,Miltirone,Anxiety disorder,6B00-6B0Z,Terminated
D02UIE,ZK-91296,Alzheimer disease,8A20,Terminated
D02UCW,PA-2794,Bacterial infection,1A00-1C4Z,Terminated
D02TLD,AMT-050,Cholesterol metabolism disorder,5C8Z,Terminated
D02TGW,GE-20372A,Human immunodeficiency virus infection,1C62,Terminated
D02RUO,ONO-8815Ly,Miscarriage,JA00.0,Terminated
D02RNJ,SK&F-104662,Bacterial infection,1A00-1C4Z,Terminated
D02RLS,R-1554,Overactive bladder,GC50.0,Terminated
D02RDE,JTV-605,Dysmenorrhea,GA34.3,Terminated
D02RCV,BVF-247,Cardiovascular disease,BA00-BE2Z,Terminated
D02RAI,ABX-PTH,Parathyroid disease,5A50-5A5Z,Terminated
D02QZL,PNQX,Cerebrovascular ischaemia,8B1Z,Terminated
D02QGM,CGS-26529,Inflammation,1A00-CA43.1,Terminated
D02PIN,GR-94839,Pain,MG30-MG3Z,Terminated
D02PAJ,UR-9650,Fungal infection,1F29-1F2F,Terminated
D02OTH,FR-115427,Cerebrovascular ischaemia,8B1Z,Terminated
D02ONK,Y-20024,Psychotic disorder,6A20-6A25,Terminated
D02OCF,AZD-8294,Lipid metabolism disorder,5C52.Z,Terminated
D02NYK,Pifithrin-alpha,Toxicity,N.A.,Terminated
D02NVF,M-241247,Cerebrovascular ischaemia,8B1Z,Terminated
D02NFA,A-68828,Kidney disease,GC2Z,Terminated
D02MVG,AMG-548,Inflammation,1A00-CA43.1,Terminated
D02MHD,NPC-16570,Allergy,4A80-4A85,Terminated
D02MBO,EPICOAT cancer vaccine,Solid tumour/cancer,2A00-2F9Z,Terminated
D02LUP,RN-1005,Sarcoidosis,4B20.5,Terminated
D02KZI,L-786392,Bacterial infection,1A00-1C4Z,Terminated
D02KQE,ON-09300,Solid tumour/cancer,2A00-2F9Z,Terminated
D02KLW,DIZOCILPINE,Cerebrovascular ischaemia,8B1Z,Terminated
D02KBO,Ciprokiren,Hypertension,BA00-BA04,Terminated
D02KAU,PF-03882845,Diabetic nephropathy,GB61.Z,Terminated
D02KAF,GT-2203,Anxiety disorder,6B00-6B0Z,Terminated
D02JNY,BIBN-140,Alzheimer disease,8A20,Terminated
D02JIB,Ro-25-2016,Bacterial infection,1A00-1C4Z,Terminated
D02ISP,SKI-2034R,Solid tumour/cancer,2A00-2F9Z,Terminated
D02IPI,CTA-002,Solid tumour/cancer,2A00-2F9Z,Terminated
D02INZ,BABIM,Asthma,CA23,Terminated
D02IJP,CLX-0900,Hyperlipidaemia,5C80,Terminated
D02HCU,WEB-2347,Allergy,4A80-4A85,Terminated
D02GYD,CDP-845,Solid tumour/cancer,2A00-2F9Z,Terminated
D02GJE,CG-8840,Bladder cancer,2C94,Terminated
D02GFZ,Heparin-EGF-like factor,Gastrointestinal disease,DE2Z,Terminated
D02FNU,Ipsapirone,Anxiety disorder,6B00-6B0Z,Terminated
D02ERH,EP-2060,Solid tumour/cancer,2A00-2F9Z,Terminated
D02DHU,SKF-81297,Parkinson disease,8A00.0,Terminated
D02CGY,Bifemelane,Alzheimer disease,8A20,Terminated
D02CGC,Sorbinil,Diabetic cataract,9B10.21,Terminated
D02BHP,Nacolomab tafenatox,Colorectal cancer,2B91.Z,Terminated
D02AXS,GSK406725,Epilepsy,8A60-8A68,Terminated
D02AEI,BM-13.1196,Diabetic complication,5A2Y,Terminated
D02ADJ,Apolipoprotein E,Glaucoma/ocular hypertension,9C61,Terminated
D02ABS,BMS-180560,Hypertension,BA00-BA04,Terminated
D01ZLI,CBR-2092,Bacterial infection,1A00-1C4Z,Terminated
D01ZEY,MDL-201112,Colitis,1A40.Z,Terminated
D01ZDR,FR-208419,Dyspepsia,MD92,Terminated
D01YSH,DV-7021,Liver disease,DB90-BD99,Terminated
D01YGF,KF-15570,Asthma,CA23,Terminated
D01XPG,CAN-296,Fungal infection,1F29-1F2F,Terminated
D01XMS,ENT-103,Pain,MG30-MG3Z,Terminated
D01XEQ,R348,Psoriasis vulgaris,EA90,Terminated
D01WJM,D-26344,Solid tumour/cancer,2A00-2F9Z,Terminated
D01VUE,BMS-182874,Hypertension,BA00-BA04,Terminated
D01VCW,MEN-10690,Human immunodeficiency virus-1 infection,1C62,Terminated
D01UDR,Ro-25-0993,Bacterial infection,1A00-1C4Z,Terminated
D01TPU,AWD-160-275,Cardiovascular disease,BA00-BE2Z,Terminated
D01TIN,R-1458,Non-insulin dependent diabetes,5A11,Terminated
D01TGH,PF-572778,Generalized anxiety disorder,6B00,Terminated
D01TCM,CEE-03-320,Substance use disorder,6C4Z,Terminated
D01SEO,ICI-181037,Heart arrhythmia,BC65,Terminated
D01SBP,Co-152791,Epilepsy,8A60-8A68,Terminated
D01RKQ,SDZ-280-446,Solid tumour/cancer,2A00-2F9Z,Terminated
D01RFI,Ro-24-0238,Sepsis,1G40-1G41,Terminated
D01RCC,BMS-186318,Human immunodeficiency virus-1 infection,1C62,Terminated
D01RBK,Nisin,Bacillus anthracis infection,1G40,Terminated
D01RAE,Sonepiprazole,Schizophrenia,6A20,Terminated
D01QUF,GW-3600,Asthma,CA23,Terminated
D01QRG,RPR 200765A,Rheumatoid arthritis,FA20,Terminated
D01QIA,BL-1872,Pain,MG30-MG3Z,Terminated
D01QAR,LY-221068,Arthritis,FA20,Terminated
D01OUA,TJN-598,Glomerulonephritis,5D00.Y,Terminated
D01OFY,LAS-31180,Heart failure,BD10-BD13,Terminated
D01NNL,Phosphonate,leukaemia,2A60-2B33,Terminated
D01NBX,RS-2135,Heart arrhythmia,BC65,Terminated
D01MIP,SU5614,Airway inflammation,CA05,Terminated
D01LZC,SDZ-GLI-328,Genetic disease,8E02,Terminated
D01LXG,KC-11425,Asthma,CA23,Terminated
D01LRH,Sibopirdine,Alzheimer disease,8A20,Terminated
D01KWB,AD-313,Chronic obstructive pulmonary disease,CA22,Terminated
D01KKM,House dust mite allergy vaccine,Allergic rhinitis,CA08.0,Terminated
D01KIU,PRE-084,Aging skin,EE40,Terminated
D01JRF,SPD-453,Epilepsy,8A60-8A68,Terminated
D01JHN,CR-3124,Substance use disorder,6C4Z,Terminated
D01JEI,F-50003,Parainfluenza virus infection,1D9Y,Terminated
D01IJL,FR-182877,Solid tumour/cancer,2A00-2F9Z,Terminated
D01HVE,ICI-D-1542,Cardiovascular disease,BA00-BE2Z,Terminated
D01HPI,DLX-0110,Neuropathic pain,8E43.0,Terminated
D01GCY,NNC-26-0762,Growth hormone deficiency,5A61.3,Terminated
D01GCT,AZM-090,Diabetic complication,5A2Y,Terminated
D01FME,HNK-20,Respiratory syncytial virus infection,1C80,Terminated
D01FLN,LX-2932,Autoimmune diabetes,5A10,Terminated
D01EZY,JTP-2724,Hypertension,BA00-BA04,Terminated
D01EYM,BB-2275,Human immunodeficiency virus infection,1C62,Terminated
D01EWC,CR-2991,Hypertension,BA00-BA04,Terminated
D01ESJ,Luzindole,Sleep-wake disorder,7A00-7B2Z,Terminated
D01EPP,EL-715,Osteoporosis,FB83.0,Terminated
D01EFO,CGP-53716,Solid tumour/cancer,2A00-2F9Z,Terminated
D01DVX,DPC-333,Inflammatory bowel disease,DD72,Terminated
D01DVX,DPC-333,Rheumatoid arthritis,FA20,Terminated
D01DTQ,PXS-2076,Rheumatoid arthritis,FA20,Terminated
D01DRL,RGH-2721,Psychotic disorder,6A20-6A25,Terminated
D01DJA,TSK-204,Autoimmune diabetes,5A10,Terminated
D01CNV,PL-611,Diabetic complication,5A2Y,Terminated
D01CJB,Novovac-M1,Melanoma,2C30,Terminated
D01BQJ,TCV-295,Hypertension,BA00-BA04,Terminated
D01AJM,YP-009,Solid tumour/cancer,2A00-2F9Z,Terminated
D00ZZH,BK-218,Bacterial infection,1A00-1C4Z,Terminated
D00ZWG,NS-638,Cerebrovascular ischaemia,8B1Z,Terminated
D00ZNS,CDE-5110,Inflammation,1A00-CA43.1,Terminated
D00YWH,Anti-MRSA,Fungal infection,1F29-1F2F,Terminated
D00YQZ,L-702958,Cardiac arrhythmias,BC9Z,Terminated
D00YOW,LM-1376,Asthma,CA23,Terminated
D00YGA,SB-219994,Diabetic complication,5A2Y,Terminated
D00YEO,NZ-1002,Lysosomal storage disease,5C56.Z,Terminated
D00XTS,CR-3834,Hypertension,BA00-BA04,Terminated
D00XRK,BMS-182193,Human immunodeficiency virus infection,1C62,Terminated
D00XRI,TJN-220,Hypertension,BA00-BA04,Terminated
D00XQK,HRC-102,Reperfusion injury,ND56.Z,Terminated
D00XEU,GSK-923295,Solid tumour/cancer,2A00-2F9Z,Terminated
D00WYV,V-3526,Encephalitis virus infection,1C83-1C84,Terminated
D00WEL,ABS-401,Amnesia,MB21.1,Terminated
D00UEQ,Etomoxir,Heart failure,BD10-BD13,Terminated
D00UEG,LY288513,Anxiety disorder,6B00-6B0Z,Terminated
D00UBK,L-159689,Hypertension,BA00-BA04,Terminated
D00TVI,SR-58894A,Gastrointestinal disease,DE2Z,Terminated
D00TTS,Human chorionic gonadotropin,Heart disease,BA41-BA42,Terminated
D00TRL,REV-598,Carcinoid syndrome,5B10,Terminated
D00TKC,NCP-004,Diabetic complication,5A2Y,Terminated
D00SIR,CS-461,Bacterial infection,1A00-1C4Z,Terminated
